tytul;powierzchnia;l_pokoi;pietro;rok_budowy;cena;miejsce;Ulica
Gdańsk Żabianka, 56m2, 3-pokojowe (ogłoszenie właścicielki);56.36;3;0;1979;525000;Gdańsk Żabianka; Szyprów 6e
2 pokoje z możliwością 3 - Duży ogródek!;51.8;2;0;2013;566000;Gdańsk Morena; Stanisława Lema
Ciche | od strony południowej | duży balkon 7m2;32.7;1;3;2008;387000;Gdańsk Wrzeszcz; Partyzantów
Tylko kilka kroków abyś znalazł się nad morzem;74.17;3;1;2013;1150000;Gdańsk Brzeźno; Młodzieży Polskiej
NOWA CENA! 2 POKOJE W CZTERECH OCEANACH!;60.64;2;9;2014;721616;Gdańsk Przymorze; Obrońców Wybrzeża
MIESZKANIE 4 POKOJE 93m2 NOWE BUDOWNICTWO WRZESZCZ;93.19;4;1;2013;1072000;Gdańsk Wrzeszcz; Do Studzienki
3-POKOJOWE MIESZKANIE NA MORENIE Z SUPER WIDOKIEM;60.2;3;4;1985;457000;Gdańsk Morena; Powstania Kościuszkowskiego
Słoneczne i przytulne mieszkanie 3 pok. zakoniczyn;54.0;3;5;2010;448000;Gdańsk Zakoniczyn; Aleksandra Dulin'a
Luksusowe 3 pok.mieszkanie z balkonem na Siedlcach;57.73;3;2;1930;599000;Gdańsk Siedlce; Zakopiańska
Nowocześnie wyposażone mieszkanie! 3 Pokoje 65m2;65.0;3;0;2004;449000;Gdańsk Łostowice; Olimpijska
Super cena! Słoneczne 3 pokoje|świetna komunikacja;46.06;3;1;1970;329000;Gdańsk Stogi; Rozłogi
4 pokoje na Wiszących Ogrodach - Bez prowizji !;82.0;4;1;2008;725000;Gdańsk Kiełpinek; Sympatyczna
3 pokoje Zakoniczyn - Tramwaj 700m;73.16;3;1;2007;519000;Gdańsk Zakoniczyn; Kazimierza Porębskiego
Duże mieszkanie w centrum Moreny - os. Słoneczniki;89.0;4;3;2005;799000;Gdańsk Morena;
2 pokoje na Zaspie dla studenta;35.1;2;4;2004;439900;Gdańsk Zaspa; Jana Pawła Ii
Przestronne mieszkanie | 3 pokoje | Blisko centrum;83.25;3;4;1960;629000;Gdańsk Siedlce; Kartuska
2 pokoje z balkonem w kameralnej zabudowie;52.0;2;1;1978;499000;Gdańsk Strzyża; Kmieca
Nowoczesny budynek z halą podziemną i windą.;70.47;3;3;2011;549000;Gdańsk Św. Wojciech; Władysława Jagiełły
Nowe mieszkanie w klimatycznej kamienicy.;63.0;3;2;1930;579000;Gdańsk Dolne Miasto; Łąkowa
Dwupoziomowe/ dla rodziny/ cicha lokalizacja;160.0;4;2;2003;870000;Gdańsk Osowa; Koziorożca
CHEŁM / 2 POKOJE / OSOBNA KUCHNIA /SZYBKIE WYDANIE;47.0;2;3;2003;418000;Gdańsk Ujeścisko; Nieborowska
3pokoje/osobna kuchnia/dostępne od zaraz;65.9;3;2;1998;470000;Gdańsk Orunia Górna; Uranowa
2 POKOJE/ WINDA/ ORUNIA GÓRNA;37.1;2;1;1971;270000;Gdańsk Orunia Dolna; Granitowa
3 POKOJE/ MORENA/ OS.SŁONECZNIKI/ DUŻY BALKON;66.3;3;3;2006;595000;Gdańsk Morena; Budapesztańska
APARTAMENT/ 3 POKOJE/ WYSOKI STAND./ OLIWSKI PARK;65.8;3;1;2019;1380000;Gdańsk Oliwa; Opacka
2 POKOJE/ZASPA/GOTOWE DO WPROWADZENIA;42.4;2;9;1976;409000;Gdańsk Wrzeszcz; Konstantego Ciołkowskiego
3pokoje, 350m spacerem na Stare Miasto;52.8;3;0;1970;470000;Gdańsk Długie Ogrody; Długie Ogrody
Mieszkanie z ogrodem i widokiem na Jezioro Jasień;65.6;3;0;2010;610000;Gdańsk Jasień; Życzliwa
Mieszkanie Gdańsk Morena Kusocińskiego 66 m2;66.0;3;0;NaN;535000;Gdańsk Morena; Kusocińskiego
Z widokiem na Kościół Mariacki - Stare Miasto;51.71;3;2;1954;878000;Gdańsk Śródmieście; Grobla I
3 pokoje CHEŁM - NOWE BUDOWNICTWO;62.38;3;1;2005;499000;Gdańsk Ujeścisko; Nieborowska
Mieszkanie - Gdańsk Orunia Górna;110.0;3;3;2006;719000;Gdańsk Orunia Górna; Gen. Kazimierza Sosnkowskiego
Piękne, 3 pokoje z super widokiem;49.5;3;5;1980;519000;Gdańsk Chełm; Władysława Biegańskiego
3 pokoje, Kameralna Villa w centrum Gdańska;53.49;3;0;2013;620000;Gdańsk Siedlce; Bystrzycka
Mieszkanie - Gdańsk Morena;73.8;3;2;2006;599000;Gdańsk Morena; Morenowe Wzgórze
Piękne mieszkanie z dużym, słonecznym balkonem.;50.0;2;1;2013;389000;Gdańsk Łostowice; Szmaragdowa
Dostępne od zaraz!!!;52.1;2;3;1978;359000;Gdańsk Nowy Port; Wyzwolenia
Piękne 2-poziomowe mieszkanie 3-pok z 2003r.;97.0;3;3;2003;485000;Gdańsk Karczemki; Storczykowa
Idealne dla rodziny oraz pod inwestycję na Zaspie!;66.8;4;4;1974;564999;Gdańsk Zaspa; Pilotów
Apartament nad Motławą - Symfonia Residence;76.02;3;1;2009;1499900;Gdańsk Śródmieście; Targ Rybny
Tylko u Nas ! Mieszkanie w sercu Starego Miasta;54.0;2;2;1957;669000;Gdańsk Śródmieście; Tkacka
Atrakcyjne 4 pok. z osobną kuchnią - Stare Miasto;55.31;4;3;1956;749900;Gdańsk Śródmieście; Szeroka
Tylko u Nas ! 3 pokoje z balkonem i osobną kuchnią;60.6;3;1;1983;449900;Gdańsk Siedlce; Kolonia Zręby
Nowa oferta. 2 pokoje z ogrodem. Gardenia. Ekolan;46.0;2;0;2015;479900;Gdańsk Jasień; Stolema
Super cena. 3 - pokojowe. Niska zabudowa. Tramwaj.;59.2;3;2;1980;439000;Gdańsk Morena; Powstania Listopadowego
Mieszkanie w Oliwie pod lasem z bardzo dużym potencjałem;67.0;3;1;1960;736900;Gdańsk Oliwa; Sarnia 6
Sprzedam 2-pokojowe + piwnica + m. postojowe;51.8;2;2;2011;399000;Gdańsk Św. Wojciech; Władysława Jagiełły
3 POKOJE NA MORENIE-NOWE BUDOWNICTWO;53.0;3;3;2016;519000;Gdańsk Morena; Myśliwska
2 pokoje/suchanino/od zaraz;42.0;2;8;1980;359000;Gdańsk Suchanino; Ignacego Paderewskiego
MORENA/ 2 POKOJE/ DO WPROWADZENIA;42.5;2;4;2008;420000;Gdańsk Morena; Morenowe Wzgórze
MORENA/ 2 POKOJE/ DO WPROWADZENIA;42.5;2;4;2008;420000;Gdańsk Morena; Morenowe Wzgórze
Wrzeszcz/4 pokoje/wysoki standard/95M2 po podłodze;72.2;4;4;2013;895000;Gdańsk Wrzeszcz; Bolesława Chrobrego
Trzy pokoje / żabianka / 10 minut od morza;59.0;3;0;1975;530000;Gdańsk Żabianka; Orłowska
Dwa pokoje / gdańsk zaspa / blisko morza;35.3;2;4;NaN;382000;Gdańsk Brzeźno; Gen. Józefa Hallera
Dwa pokoje / gdańsk brzeźno / blisko morza;46.5;2;0;1974;483000;Gdańsk Brzeźno; Ksawerego Dunikowskiego
3 oddzielne pokoje/ jasień/ blisko tramwaju;62.6;3;4;2012;499000;Gdańsk Szadółki; Jabłoniowa
2 POKOJE/ ZASPA/ BALKON/ PIĘKNY WIDOK;48.9;2;7;1980;440000;Gdańsk Zaspa; Dywizjonu 303
2 POKOJE/ BLISKO KOMUNIKACJI/ 1 PIĘTRO/ BALKON;49.0;2;1;2011;429000;Gdańsk Łostowice; Olimpijska
2 Pokoje/Wysoki standard/ Pod klucz/ Starówka;60.0;2;4;2019;810000;Gdańsk Stare Przedmieście; Toruńska
Piękny apartament w samym centrum miasta! Gdańsk;51.7;3;2;1955;878000;Gdańsk Śródmieście; Grobla I
Centrum Starego Miasta świetna inwestycja!;56.55;2;1;NaN;763000;Gdańsk Śródmieście; Grobla I
Gdańsk Zaspa 2 niezależne pokoje!;47.0;2;1;NaN;529000;Gdańsk Zaspa; Jana Pawła Ii
Atrakcyjne gotowe mieszkanie pod klucz w Garnizonie;67.48;3;1;2017;940000;Gdańsk Wrzeszcz; Szymanowskiego 20/8
Unikalne 3 pokoje na Placu Wybickiego, Wrzeszcz;42.7;3;0;1950;498000;Gdańsk Wrzeszcz; Gen. Józefa Wybickiego
Słoneczne, świetny rozkład 3 pokoje - Łostowice;64.8;3;0;2004;435000;Gdańsk Łostowice; Tenisowa
Widok z okien na zieleń, bez zaglądania sąsiadowi!;62.4;3;8;1980;557000;Gdańsk Zaspa; Dywizjonu 303
3 mieszkania na wynajem z opcją zarządzania;65.47;3;0;2020;507000;Gdańsk Ujeścisko;
Mieszkanie - Gdańsk Zakoniczyn;45.1;2;1;2009;355000;Gdańsk Zakoniczyn;
Trzy pokoje na Zaspie;62.0;3;4;1979;529000;Gdańsk Zaspa; Startowa
2 pokoje, świetna lokalizacja, w pełni wyposażone;41.4;2;10;1980;369000;Gdańsk Morena; Piecewska
Kawalerka, z ogródkiem (możliwe 2 pokoje)  !!!;31.62;1;0;2012;289000;Gdańsk Osowa; Nike
Ogródek, 3 pok., blisko morza;63.0;3;0;1977;536000;Gdańsk Zaspa; Konstantego Ciołkowskiego
3 pok. po remoncie, 300 m od morza, Brzeźno;59.0;3;0;1960;674900;Gdańsk Brzeźno; Konrada Korzeniowskiego
2 pokoje/ szybkie wydanie/ 8 min do plaży;42.0;2;1;1977;433000;Gdańsk Żabianka; Szyprów
Kawalerka  - Okazja;29.0;1;1;2021;260000;Gdańsk Jasień; Lawendowe Wzgórze
Apartament 3-pok z ogródkami o pow. 210m2!;71.4;3;1;2012;930000;Gdańsk Zaspa; Jana Pawła Ii
Zaspa ul. Leszczyńskich - 72 m2, 4 pokoje - park, plaża, morze;71.7;4;9;1980;615000;Gdańsk Zaspa; Leszczyńskich
3 pokoje na  blisko plaży i komunikacji;46.06;3;1;1970;329000;Gdańsk Stogi; Rozłogi
Przytulna kawalerka 33m2/taras/ogródek/Gdańsk-Ujeścisko;33.0;1;0;2006;289000;Gdańsk Ujeścisko; Brylantowa
Nowe mieszkanie 3-pokojowe + miejsce w hali;62.58;3;3;2019;495000;Gdańsk Kiełpinek; Taneczna 2A
Sprzedam ekskluzywny 4-pokojowy apartament z ogrodem.;91.0;4;1;2012;1395000;Gdańsk Przymorze; Prezydenta Lecha Kaczyńskiego
Mieszkanie 2 pokoje 52,1m2/ Gdańsk Nowy Port Wyzwolenia;52.1;2;3;1978;349000;Gdańsk Nowy Port; Wyzwolenia 51
Przestronna kawalerka, wysoki standard, balkon;32.2;1;2;2010;379000;Gdańsk Piecki-Migowo; Morena
Przestronne, 3 pokojowe mieszkanie Wyspa Sobieszewska;72.68;3;2;1986;359766;Gdańsk Śródmieście; Świbnieńska
Nietuzinkowe, dla konesera, kamienica Gdańsk Wrzeszcz;105.14;4;3;1930;792000;Gdańsk Wrzeszcz; Kochanowskiego Jana
3 pokoje, wysoki 0, ładne Gdańsk Ujeścisko;66.8;3;0;1996;475000;Gdańsk Ujeścisko; Piotrkowska
Mieszkanie w centrum - Gdańsk Wrzeszcz;48.83;2;2;NaN;469000;Gdańsk Wrzeszcz; Romana Dmowskiego
Mieszkanie inwestycyjne na Zaspie 7% - 4 pokoje;54.2;4;0;1980;529000;Gdańsk Zaspa; Stanisława Skarżyńskiego
Mieszkanie 3 pokojowe Gdańsk Śródmieście;68.3;3;3;NaN;669000;Gdańsk Długie Ogrody; Długie Ogrody
Apartament na Zaspie - deweloper Inpro;74.6;3;2;2007;799000;Gdańsk Zaspa; Stanisława Skarżyńskiego
Mieszkanie 3-pokojowe, ul. Kossaka;60.96;3;1;1962;599000;Gdańsk Wrzeszcz; Kossaka
Mieszkanie - Gdańsk Śródmieście;149.8;5;1;1900;1280000;Gdańsk Śródmieście; Górka
Mieszkanie - Gdańsk Suchanino;56.12;3;0;1978;529000;Gdańsk Suchanino; Paderewskiego Ignacego
Mieszkanie - Gdańsk Wrzeszcz;92.7;3;0;1910;499000;Gdańsk Wrzeszcz; Konopnickiej Marii
Mieszkanie - Gdańsk Oliwa;49.0;2;2;1960;579000;Gdańsk Oliwa; Husa Jana
Kawalerka z osobną kuchnią i balkonem.;34.1;1;1;2002;265000;Gdańsk Osowa; Bliźniąt
Sprzedam 2 pokoje w Gdańsku - Wrzeszcz!;30.0;2;0;1960;345000;Gdańsk Wrzeszcz; Jana Kilińskiego
3 pokoje z widokiem na kanał i Stare Miasto;93.1;3;2;1926;1250000;Gdańsk Długie Ogrody; Jana Dziewanowskiego
3 Pokoje na Zaspie blisko SKM;62.4;3;1;1979;530000;Gdańsk Zaspa; Dywizjonu 303
Tylko u nas,kompletnie urządzone-dostępne od ręki!;61.1;3;2;2009;470000;Gdańsk Zakoniczyn; Kazimierza Porębskiego
2 pokoje z super widokiem, gdańsk wrzeszcz;46.29;2;4;1970;433000;Gdańsk Wrzeszcz; Krzysztofa Kamila Baczyńskiego
Sprzedam wykończoną kawalerka na Przymorzu!!!;27.0;1;4;1980;349000;Gdańsk Przymorze; Jagiellońska
Tylko u nas z kompletnym wyposażeniem !;55.3;2;1;2005;470000;Gdańsk Orunia Górna; Gen. Kazimierza Sosnkowskiego
Mieszkanie 56m2 na Kowalach blisko szkoły podst.;56.2;3;1;2016;430000;Gdańsk Aniołki;
Duże mieszkanie z windą w nowym budownictwie;69.29;3;1;2016;670000;Gdańsk Osowa; Koziorożca
Mieszkanie - Gdańsk Przymorze, 239 000 zł;17.0;1;7;1975;239000;Gdańsk Przymorze; Jagiellońska
Brzeźno 3 pokoje-widok na Zatokę !;52.6;3;4;1975;499000;Gdańsk Brzeźno; Kazimierza Pułaskiego
Wyjątkowe mieszkanie na Morenie;62.72;2;2;1985;529000;Gdańsk Morena; Romana Wyrobka
Waterlane - idealne na inwestycję;36.88;2;1;2012;700000;Gdańsk Długie Ogrody; Szafarnia
3 niezależne pokoje. Niski Blok. Balkon. Morena.;59.2;3;2;1980;439000;Gdańsk Morena; Powstania Listopadowego
Mieszkanie - Gdańsk Oliwa;42.1;2;0;1974;479000;Gdańsk Oliwa; Grottgera Artura
Apartament kwartał kamienic;80.0;3;2;2012;1440000;Gdańsk Śródmieście; Tandeta
Sprzedam mieszkanie 2-pokojowe;43.0;2;0;2007;399000;Gdańsk Piecki-Migowo; Słoneczna Dolina 12B
Apartament gdańsk śródmieście;63.0;3;3;2012;815000;Gdańsk Śródmieście; Tandeta
Mieszkanie Zakoniczyn z pięknym widokiem;56.2;2;1;2008;389000;Gdańsk Zakoniczyn; Konstantego Bergiela
Morena - 2 pokojowe w doskonałej lokalizacji;49.0;2;4;1991;439000;Gdańsk Morena; Stefana Myczkowskiego
Inwestycyjne 10 min od Fontanny Neptuna;36.0;2;0;1930;345000;Gdańsk Siedlce; Józefa Bema
Kamienica pomiędzy Wrzeszczem a centrum;279.0;20;1;1910;1799000;Gdańsk Aniołki; Juliana Tuwima
Brzeźno | słoneczne 2 pokoje | blisko plaży ??;46.2;2;1;1975;385000;Gdańsk Brzeźno; Ksawerego Dunikowskiego
2 pokoje na Morenie z ogródkiem i 2 m.parkingowymi;43.64;2;0;2020;425000;Gdańsk Morena; Myśliwska
Mieszkanie 2 pokojowe - Gdańsk Morena;41.58;2;0;2020;445000;Gdańsk Morena; Myśliwska
Kawalerka na Brzeźnie - 800m do morza;29.55;1;3;1960;270000;Gdańsk Brzeźno; Dworska
Mieszkanie 3-pokojowe na Przymorzu;46.0;3;9;1970;435000;Gdańsk Przymorze; Jagiellońska
Mieszkanie - Gdańsk Orunia, 359 000 zł;45.6;3;2;1970;359000;Gdańsk Orunia; Granitowa
Mieszkanie dwupokojowe w centrum Wrzeszcza;51.5;2;2;1960;519000;Gdańsk Wrzeszcz; Pl. Józefa Wybickiego
Mieszkanie dwupokojowe na osiedlu Wróbla Staw;40.0;2;1;2015;409000;Gdańsk Morena; Bażantowa
Bezpośrednio | 4 pokoje | Kowale | dwupoziomowe;74.0;4;2;2001;599000;Gdańsk Kowale;
3-pokojowe mieszkanie na Starówce bezpośrednio od właściciela;67.4;3;2;1950;815000;Gdańsk Śródmieście; Długa
Gdańsk Wielkopolska;47.0;2;2;2008;375000;Gdańsk Łostowice; Wielkopolska 65
Przestronna kawalerka z balkonem na przymorzu;30.0;1;9;1973;319000;Gdańsk Przymorze; Kołobrzeska
NOWA CENA - SŁONECZNA KAWALERKA NA MAGELLANA!;29.020;1;3;2009;355000;Gdańsk Morena; Ferdynanda Magellana
NIETUZINKOWE MIESZKANIE W SERCU OLIWY!!;87.3;4;3;2002;869000;Gdańsk Oliwa; Arendta Dickmana
Luksusowy apartament nad Motławą;37.43;2;3;2018;640000;Gdańsk Śródmieście; Tartaczna
Mieszkanie z miejscem parkingowym we Wrzeszczu.;63.0;3;2;1970;540000;Gdańsk Wrzeszcz; Żywiecka
KAWALERKA WYSOKI STANDARD NA JAŚKOWEJ DOLINIE;29.67;1;4;2018;465000;Gdańsk Wrzeszcz; Jaśkowa Dolina
2 POKOJOWE MIESZKANIE NA PRZYMORZU!;43.0;2;4;1975;399000;Gdańsk Przymorze; Kołobrzeska
Loft premium słoneczna morena! 2 pokoje;50.0;2;16;2019;649000;Gdańsk Morena; Stanisława Lema
3 pokoje do remontu na chełmie!! niska cena!;66.1;3;4;1981;425000;Gdańsk Chełm; Tytusa Chałubińskiego
Stylowe 3 pokoje przy plaży - tre mare!;66.0;3;2;2017;1452000;Gdańsk Jelitkowo; Jelitkowska
Stylowe 3 pokoje przy plaży - tre mare!;66.0;3;2;2017;1452000;Gdańsk Jelitkowo; Jelitkowska
2 BALKONY, SŁONECZNE MIESZKANIE NA RZEŹNICKIEJ;49.47;2;2;1962;499000;Gdańsk Stare Przedmieście; Rzeźnicka
PIĘKNE 3 POKOJOWE MIESZKANIE PO REMONCIE ORUNIA!;45.0;3;10;1970;419000;Gdańsk Orunia Górna; Koralowa
Dwupoziomowe mieszkanie w kamienicy wys. standard;68.1;3;2;1930;519000;Gdańsk Nowy Port; Pl. Ks. Prałata Jana Gustkowicza
świetne 3-pokojowe mieszkanie w centrum gdańska!;55.0;3;3;1955;715000;Gdańsk Śródmieście; Kozia
2-pokojowe z ogródkiem. Morena. Wysoki standard. Do negocjacji;46.0;2;0;2015;479900;Gdańsk Morena; Stolema
2 pokoje nad morzem;52.0;2;3;1978;349000;Gdańsk Nowy Port; Wyzwolenia
Apartament z tarasem w CENTRUM GDAŃSKA;150.0;4;5;2016;2620000;Gdańsk Śródmieście; Chmielna
Wrzeszcz-piękne 4 pokojowe mieszkanie w kamienicy!;87.3;4;3;1920;699000;Gdańsk Wrzeszcz; Stanisława Wyspiańskiego
Mieszkanie 300 m od morza,  bez prowizji;77.03;3;2;1961;620000;Gdańsk Brzeźno; Gdańska
Zaspa/ 8 Piętro/ Piękny widok/3 min do SKM;42.4;2;8;1974;405000;Gdańsk Zaspa; Pilotów
3 Pokoje/blok 4 piętrowy/Żabianka/10minut do plaży;54.0;3;0;1980;489000;Gdańsk Żabianka; Sztormowa
3 pokoje/ Morena/ Osiedle Klimaty/ Kameralnie;63.0;3;3;2012;579000;Gdańsk Morena; Myśliwska
Ogródek 60 m2 / 3 Pokoje/ Kameralny Blok 2019 r.;55.63;3;0;2019;499000;Gdańsk Jasień; Leszczynowa
4 pokoje Zaspa 68m2 Niesamowity widok;66.8;4;4;1970;564999;Gdańsk Zaspa; Pilotów
Apartament Silver Jantar;43.71;2;3;2019;524520;Gdańsk Długie Ogrody; Długie Ogrody
Apartament Gold Jantar;50.7;3;3;2019;608400;Gdańsk Długie Ogrody; Długie Ogrody
Mieszkanie 67m2-Śródmieście godne Chucka Norrisa!;67.0;3;0;1903;429000;Gdańsk Dolne Miasto; Stefanii Sempołowskiej
Przestronne mieszkanie nad Motławą!;39.75;2;2;1963;360000;Gdańsk Dolne Miasto; Kamienna Grobla
Mieszkanie - Gdańsk Chełm, 509 000 zł;61.0;3;3;2006;509000;Gdańsk Ujeścisko; Łańcucka
48 m2 w centrum Przymorza!;48.0;2;2;1980;415000;Gdańsk Przymorze; Lęborska
2 gotowe mieszkania na Starym Mieście!;50.4;2;1;1950;865000;Gdańsk Śródmieście; Ogarna
Nowe budownictwo, 2 miejsca postojowe, do wejścia!;62.0;3;1;2017;525000;Gdańsk Łostowice; Kryształowa
3 pokoje z balkonem gdańsk zaspa;65.0;3;4;1991;580000;Gdańsk Zaspa; Stanisława Skarżyńskiego
Piękne Mieszkanie na Przymorzu,3 pokoje z Balkonem;65.11;3;5;2019;888000;Gdańsk Przymorze; Obrońców Wybrzeża
Dwa pokoje z możliwością trzech blisko plaży!;42.41;2;1;1967;415000;Gdańsk Żabianka; Jakuba Wejhera
Apartament, Bastion Wałowa, 2 pokoje;33.63;2;6;2018;529000;Gdańsk Śródmieście; Wałowa
3 pokoje z osobną kuchnią w centrum Gdańska;63.0;3;2;1960;489000;Gdańsk Suchanino; Zakopiańska
Przestronne mieszkanie dla rodziny.;76.7;3;2;1996;579000;Gdańsk Matarnia - Rębiechowo; Elewów
Gdańsk Starówka 2 pok. apartament.;33.0;2;2;1976;539000;Gdańsk Śródmieście; Powroźnicza
3 pokoje na dwóch poziomach z tarasem 48 m2!;84.9;3;3;2014;590000;Gdańsk Szadółki; Potęgowska
3 pokoje w kamienicy na Przymorzu!;69.14;3;3;1958;549000;Gdańsk Przymorze; Bolesława Krzywoustego
3 POKOJE Z TARASEM W CENTRUM WRZESZCZA!;90.0;3;3;1956;719000;Gdańsk Wrzeszcz; Manifestu Połanieckiego
3 pokoje w odnowionej kamienicy Na Piaskach;60.43;3;2;1950;609000;Gdańsk Śródmieście; Na Piaskach
Idealne dla rodziny !!!;85.46;4;3;2015;759000;Gdańsk Jasień; Bażantowa
Mieszkanie 3-pok 500m od SKM;49.83;3;2;1962;499000;Gdańsk Stare Przedmieście; Rzeźnicka
Klimatyczne mieszkanie w zabytkowej kamienicy;58.0;2;0;1900;599900;Gdańsk Śródmieście; Sukiennicza
Umeblowane -2 niezależne pokoje -oddzielna kuchnia;48.6;2;13;1980;435000;Gdańsk Przymorze; Chłopska
Odremontowane, ciepłe, 2 pok. we Wrzeszczu;39.0;2;1;NaN;399000;Gdańsk Wrzeszcz; Grunwaldzka
Mieszkanie - Gdańsk Przymorze;44.0;2;12;2012;615000;Gdańsk Przymorze; Olsztyńska
Przytulne 2 pokoje blisko morza;38.0;2;4;1980;385000;Gdańsk Przymorze; Jagiellońska
Mieszkanie - Gdańsk Jasień;40.0;2;2;2013;375000;Gdańsk Szadółki; Potęgowska
Mieszkanie - Gdańsk Wrzeszcz;58.0;3;1;1905;485000;Gdańsk Wrzeszcz; Gen. De Gaulle'a
Po remoncie, przestronne, jasne, 2 pok. na Morenie;48.9;2;5;NaN;435000;Gdańsk Morena; Amundsena
4 pokojowe mieszkanie w Oliwie;95.0;4;2;1920;849000;Gdańsk Oliwa; Kaprów
Nowoczesne 2 pokojowe nad morzem;52.65;2;4;2010;699000;Gdańsk Przymorze; Słowiańska
Nowoczesne, jasne, ciche, 3 pok. Kiełpinek;58.5;3;2;2006;529000;Gdańsk Kiełpinek; Przytulna
Mieszkanie - Gdańsk Orunia Górna;60.19;3;0;1998;465000;Gdańsk Orunia Górna; Uranowa
Nowoczesne, słoneczne, 3 pok. na Morenie;64.13;3;3;2010;709000;Gdańsk Morena; Myśliwskie Wzgórze
2 pokoje w inwestycji Zajezdnia Wrzeszcz;32.0;2;3;2019;435000;Gdańsk Wrzeszcz;
Super Okazja Apartament w sercu Wrzeszcza;96.9;3;1;2000;959900;Gdańsk Strzyża; Stanisława Moniuszki
12 minut od Starówki Gdańskiej;42.8;2;NaN;1979;295000;Gdańsk Biskupia Górka;
12 minut od Starówki Gdańskiej;42.8;2;NaN;1979;295000;Gdańsk Orunia Dolna; Związkowa
Rodzinne mieszkanie w świetnej dzielnicy.;65.8;3;2;2000;449000;Gdańsk Karczemki; Różany Stok
2 pokoje w centum WRZESZCZA!;48.0;2;4;1955;420000;Gdańsk Wrzeszcz; Grunwaldzka
Komfortowe 2 pokoje z ogromnym tarasem;43.6;2;0;2012;399000;Gdańsk Ujeścisko; Łańcucka
IDEALNE MIESZKANIE DLA STUDENTA!;34.0;2;1;NaN;399000;Gdańsk Wrzeszcz; Pl. Józefa Wybickiego
Mieszkanie 3 pokojowe 64m2 w samym centrum;61.47;3;1;1902;429999;Gdańsk Biskupia Górka; Na Stoku
2-pokoje z balkonem we Wrzeszczu!!;44.5;2;9;1967;395000;Gdańsk Wrzeszcz; Mikołaja Reja
Gotowe do wprowadzenia w samym centrum miasta !;38.0;2;1;1980;395000;Gdańsk Biskupia Górka; Spadzista
Gdańsk Orunia 2 pokoje, można zrobić 3 pokoje.;49.5;2;3;1990;340000;Gdańsk Orunia Górna; Platynowa
Mieszkanie - Gdańsk Ujeścisko;38.3;2;0;2000;349999;Gdańsk Ujeścisko; Łódzka
Dwa apartamenty inwestycyjne w sercu Gdańska.;72.82;3;4;2017;1075000;Gdańsk Śródmieście; Tartaczna
Przestronne 92 m2 mieszkanie z 70-metrowym tarasem;92.3;4;1;2000;640000;Gdańsk Karczemki; Irysowa
Mieszkanie - Gdańsk Chełm;74.78;4;1;1990;619000;Gdańsk Chełm; Reformacka
Mieszkanie - Gdańsk Chełm;63.2;3;2;1990;535000;Gdańsk Chełm; Reformacka
Nowe mieszkanie do własnej aranżacji;44.62;2;2;2019;330000;Gdańsk Rębowo; Alfonsa Flisykowskiego
Dwu-pokojowe mieszkanie blisko morza.;43.0;2;4;1950;435000;Gdańsk Przymorze; Piastowska
Piękny apartament w prestiżowej lokalizacji;36.9;2;2;2019;650510;Gdańsk Oliwa; Opacka
Mieszkanie 2 pok. Jasień Potęgowska;40.0;2;2;2013;375000;Gdańsk Jasień; Potęgowska 10
Mieszkanie nad morzem;73.1;4;3;1995;695000;Gdańsk Brzeźno; Hallera
Gotowe mieszkanie, można zrobić 4 pok., blisko PG;57.0;3;1;1920;535000;Gdańsk Wrzeszcz; Konrada Leczkowa
Super skomunikowane 2 pokoje!;42.0;2;5;1980;399000;Gdańsk Morena; Piecewska
Słoneczne 3 pokoje z pełnym wyposażeniem na Orunii Górnej;59.0;3;3;2004;490000;Gdańsk Orunia Górna; Kurierów AK
Mieszkanie w Matemblewie 3 pokoje 62m2;62.0;3;2;1992;560000;Gdańsk Matemblewo; Potokowa
Mieszkanie 49m2 Jasień;49.0;2;1;2014;429000;Gdańsk Jasień; Guderskiego 55
Piękne i luksusowe mieszkanie - Mila Baltica;76.05;3;4;2017;1250000;Gdańsk Wrzeszcz; Bolesława Chrobrego
2 Apartamenty w jednym, Oliwa;47.0;2;0;2018;699000;Gdańsk Przymorze; Piastowska
Mieszkanie pod kancelarię lub mikro kawalerki.;68.68;3;0;1930;575000;Gdańsk Wrzeszcz; Grunwaldzka
Piękny apartament w centrum wrzeszcza !;86.0;4;0;2018;1530000;Gdańsk Wrzeszcz; Joachima Lelewela
Mieszkanie 2 - pokojowe z dużym balkonem!!!;33.6;2;0;2000;319000;Gdańsk Ujeścisko; Jeleniogórska
3 pokojowe blisko Havla Gdańsk;65.8;3;2;1998;470000;Gdańsk Orunia Górna; Uranowa
Piękny apartament | Oliwski Park - Moderna;65.8;3;1;2019;1469000;Gdańsk Oliwa; Opacka
Mieszkanie 3 pokojowe, blisko tramwaj;53.2;3;7;1970;360000;Gdańsk Przeróbka; Karola Dickensa
3 pokoje blisko centrum!;62.0;3;1;2003;670000;Gdańsk Suchanino; Cygańska Góra
Przestronne 3-pok. mieszkanie, spokojna okolica;79.2;3;1;2011;749000;Gdańsk Jasień; Jasieńska
Piękny apartament w Oliwskim Parku | Moderna;61.4;3;2;2019;1399000;Gdańsk Oliwa; Opacka
